features,urgencia,raw_values,texto
"[-0.8930241   0.05457611  1.331472   -0.4013474   0.14993048  0.31153357
 -0.98786205  1.2446775   0.42794347  1.6252203   0.01135597 -0.3283333
 -0.57861125  0.657566   -0.5113914  -0.8792338   0.11777887 -0.5286708 ]",0.3069126258293787,"{'daily_screen_time_hours_raw': 5.17, 'sleep_hours_raw': 6.93, 'social_media_hours_raw': 3.36, 'notifications_per_day_raw': 155.0, 'screen_time_weekend_difference_raw': 2.64}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Tu tiempo de pantalla (5.2h) es aceptable, pero intenta reducirlo un poco más.
• Tu uso de redes sociales (3.4h) es moderado; intenta bajarlo de 2 horas diarias.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[ 0.42931476  0.7674038  -0.40505913  0.591994   -0.56684875  0.10126793
 -0.63676834 -0.92218864  0.04860123 -0.5675289  -0.03771944 -0.29197267
 -0.08955318 -0.30816594  0.7366229   0.60120577 -0.43445784 -0.7153957 ]",0.7116422355175018,"{'daily_screen_time_hours_raw': 8.62, 'sleep_hours_raw': 6.01, 'social_media_hours_raw': 4.49, 'notifications_per_day_raw': 141.0, 'screen_time_weekend_difference_raw': 1.08}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Tu uso de redes sociales (4.5h) es moderado; intenta bajarlo de 2 horas diarias.
• Reduce tu tiempo de pantalla (8.6h) a menos de 6 horas diarias.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[-0.8470297   0.5150754  -0.76283693 -0.10771818  0.85112756  1.6181843
 -0.67807347  1.2030071   0.7915616  -0.4130663   0.24250352  0.9079282
 -0.2545087   1.7763693  -0.42511564 -1.0305496  -0.31538048 -0.27049938]",0.4857126822074254,"{'daily_screen_time_hours_raw': 5.29, 'sleep_hours_raw': 7.83, 'social_media_hours_raw': 4.09, 'notifications_per_day_raw': 242.0, 'screen_time_weekend_difference_raw': 2.6100000000000003}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Considera desactivar las notificaciones push de redes sociales.
• Considera usar aplicaciones que monitoreen y limiten tu tiempo de pantalla.

💡 Pequeños cambios diarios pueden marcar una gran diferencia en tus hábitos digitales."
"[-0.66305214 -0.8538061  -1.5045713   1.3666753   0.399245   -0.19911155
  1.2839208   1.4947006  -0.5072395  -1.1308851   1.3193946   0.59280276
  2.6215382   0.01856181 -1.002458   -0.7718887  -0.9071112   1.2535844 ]",0.254897433022658,"{'daily_screen_time_hours_raw': 5.77, 'sleep_hours_raw': 7.25, 'social_media_hours_raw': 1.92, 'notifications_per_day_raw': 121.0, 'screen_time_weekend_difference_raw': 2.8200000000000003}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Tu tiempo de pantalla (5.8h) es aceptable, pero intenta reducirlo un poco más.
• Tu uso de redes sociales (1.9h) es saludable, continúa así.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[-1.2494807  -0.03373883  1.6281658   1.3604279   0.9524116   1.3628618
  1.3665311   0.9252037   0.75003994  2.6243064   2.3234768   1.9017856
  0.01828632  2.2939694  -0.33883986 -1.3381945  -0.4942559   2.3317437 ]",0.11619565635919571,"{'daily_screen_time_hours_raw': 4.24, 'sleep_hours_raw': 7.96, 'social_media_hours_raw': 3.22, 'notifications_per_day_raw': 225.0, 'screen_time_weekend_difference_raw': 2.41}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Considera desactivar las notificaciones push de redes sociales.
• Tu tiempo de pantalla (4.2h) es aceptable, pero intenta reducirlo un poco más.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[-0.0996208  -0.17882764  0.7904422   0.31710705 -1.6108533  -0.00386488
  0.4784705   1.4669203  -0.2701439   0.40374097  0.05713081  0.27767727
 -0.1809587  -0.15571788  0.04044796  0.8492935  -0.3732083   0.16697975]",0.39363330105940497,"{'daily_screen_time_hours_raw': 7.24, 'sleep_hours_raw': 4.67, 'social_media_hours_raw': 2.99, 'notifications_per_day_raw': 134.0, 'screen_time_weekend_difference_raw': 2.799999999999999}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Considera usar aplicaciones que monitoreen y limiten tu tiempo de pantalla.
• Considera desactivar las notificaciones push de redes sociales.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[-0.6477207  -0.26083437  0.17087583 -0.5450383   0.1421394  -0.7397946
 -0.61611575 -0.6860558  -0.03670878  0.30348772 -0.27180997 -0.95858425
 -0.4390366  -0.43140548 -0.83207685 -0.6778861  -0.11740422 -0.32786462]",0.07482641935348511,"{'daily_screen_time_hours_raw': 5.81, 'sleep_hours_raw': 6.92, 'social_media_hours_raw': 2.86, 'notifications_per_day_raw': 85.0, 'screen_time_weekend_difference_raw': 1.25}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Considera usar aplicaciones que monitoreen y limiten tu tiempo de pantalla.
• Tu uso de redes sociales (2.9h) es moderado; intenta bajarlo de 2 horas diarias.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[ 1.5485117   0.22489777 -0.33524883 -1.063575   -0.53568447  0.626932
  1.4078362   1.4252497  -0.5601179  -0.7350149  -1.0906368   1.3321357
 -0.70856386 -0.3863846   1.2553627   1.619283    0.46126902 -0.06210081]",0.6260073979695637,"{'daily_screen_time_hours_raw': 11.54, 'sleep_hours_raw': 6.05, 'social_media_hours_raw': 3.63, 'notifications_per_day_raw': 176.0, 'screen_time_weekend_difference_raw': 2.7700000000000014}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Reemplaza parte del tiempo de pantalla con actividades offline como leer o caminar.
• Considera desactivar las notificaciones push de redes sociales.

💡 Pequeños cambios diarios pueden marcar una gran diferencia en tus hábitos digitales."
"[-1.0616702  -0.7150255  -1.2864141   0.61073625  0.2901699   0.8221787
 -0.5541581  -1.1861018  -0.15471052 -0.8534092   1.1724482   0.33827832
  1.2652491   1.364968   -1.2243874  -1.053004   -0.80298376 -0.00213508]",0.07898218184709549,"{'daily_screen_time_hours_raw': 4.73, 'sleep_hours_raw': 7.11, 'social_media_hours_raw': 2.14, 'notifications_per_day_raw': 189.0, 'screen_time_weekend_difference_raw': 0.8899999999999997}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Tu tiempo de pantalla (4.7h) es aceptable, pero intenta reducirlo un poco más.
• Tu uso de redes sociales (2.1h) es saludable, continúa así.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[-0.68604934  0.33213732 -0.48359573  0.7294374   0.71088815  1.4079187
  1.2013105   0.7585217   0.4742995  -0.23831195  0.8157288   1.8411845
  0.13348716  1.364024   -0.19993044 -0.87821215 -0.54808116  1.2131596 ]",0.3060015688339869,"{'daily_screen_time_hours_raw': 5.71, 'sleep_hours_raw': 7.65, 'social_media_hours_raw': 3.8, 'notifications_per_day_raw': 228.0, 'screen_time_weekend_difference_raw': 2.29}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Tu uso de redes sociales (3.8h) es moderado; intenta bajarlo de 2 horas diarias.
• Considera usar aplicaciones que monitoreen y limiten tu tiempo de pantalla.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[ 0.08818965  0.14289103 -0.07346021 -0.58252287  0.17330372  1.5430895
 -0.18241177 -1.4916855  -0.15258409 -0.2639514  -0.5969897   1.1382123
 -0.50382733  0.7071432   0.24447118 -0.09458917 -0.02108888 -0.34616655]",0.5003953476746876,"{'daily_screen_time_hours_raw': 7.73, 'sleep_hours_raw': 6.96, 'social_media_hours_raw': 3.5, 'notifications_per_day_raw': 237.0, 'screen_time_weekend_difference_raw': 0.6699999999999999}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Tu tiempo de pantalla (7.7h) es aceptable, pero intenta reducirlo un poco más.
• Considera desactivar las notificaciones push de redes sociales.

💡 Pequeños cambios diarios pueden marcar una gran diferencia en tus hábitos digitales."
"[ 1.7209907e+00 -1.4728661e-01 -5.4467970e-01  1.7102840e+00
  7.1088815e-01 -4.9949104e-01 -1.2356930e+00 -5.6104428e-01
 -7.4023563e-01 -8.4509903e-01  6.0153269e-04 -1.1282672e+00
  9.2210543e-01 -8.7132758e-01  1.5217867e+00  8.8865829e-01
 -7.5443047e-01 -1.1698228e+00]",0.6858488321304321,"{'daily_screen_time_hours_raw': 11.99, 'sleep_hours_raw': 7.65, 'social_media_hours_raw': 3.04, 'notifications_per_day_raw': 101.0, 'screen_time_weekend_difference_raw': 1.34}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Establece horarios libres de teléfono, especialmente durante comidas y antes de dormir.
• Considera desactivar las notificaciones push de redes sociales.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[-0.8125339   0.2438224  -0.23925968 -0.6762343   1.287428    0.2965146
 -0.9465569   0.38348716  0.51773757  0.05580893 -0.29116637 -0.31621307
 -0.54305726  0.5614969  -0.7045623  -1.1044033   0.04668751 -0.52916646]",0.10054229199886322,"{'daily_screen_time_hours_raw': 5.38, 'sleep_hours_raw': 8.39, 'social_media_hours_raw': 3.66, 'notifications_per_day_raw': 154.0, 'screen_time_weekend_difference_raw': 2.0200000000000005}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Tu uso de redes sociales (3.7h) es moderado; intenta bajarlo de 2 horas diarias.
• Considera usar aplicaciones que monitoreen y limiten tu tiempo de pantalla.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[ 1.7056593e+00 -8.9165533e-01  1.4798189e+00  1.3416855e+00
 -1.5874801e+00 -1.2804776e+00 -1.3389558e+00 -7.4888378e-02
 -1.0292844e+00  8.8323181e-04 -1.4190055e-01 -1.8191192e+00
  3.3316049e-01 -1.1784182e+00  1.3893887e+00  2.9831896e+00
 -6.2071383e-01 -1.2101028e+00]",0.5725115736325581,"{'daily_screen_time_hours_raw': 11.95, 'sleep_hours_raw': 4.7, 'social_media_hours_raw': 1.86, 'notifications_per_day_raw': 49.0, 'screen_time_weekend_difference_raw': 1.6900000000000013}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Reduce tu tiempo de pantalla (11.9h) a menos de 6 horas diarias.
• Tu uso de redes sociales (1.9h) es saludable, continúa así.

💡 Pequeños cambios diarios pueden marcar una gran diferencia en tus hábitos digitales."
"[-0.9313528  -1.0052031  -1.0333518   1.391665    1.2328905   0.92731154
  1.325226    1.3002383  -0.5115872  -0.6381272   1.7299552   1.526059
  2.1958508   1.2732078  -1.0404409  -1.1730069  -0.88339293  1.6695725 ]",0.07663026452064514,"{'daily_screen_time_hours_raw': 5.07, 'sleep_hours_raw': 8.32, 'social_media_hours_raw': 1.68, 'notifications_per_day_raw': 196.0, 'screen_time_weekend_difference_raw': 2.68}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Tu tiempo de pantalla (5.1h) es aceptable, pero intenta reducirlo un poco más.
• Tu uso de redes sociales (1.7h) es saludable, continúa así.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[-0.3832529   1.5937792  -1.7052759   0.21714817 -1.571898    0.8672356
  0.58173335  0.50849867  1.1439193  -1.3091476   0.1594319   1.0412506
 -0.21476126  0.6270187   0.20486028  0.47688377 -0.3475707   0.430444  ]",0.7727043032646179,"{'daily_screen_time_hours_raw': 6.5, 'sleep_hours_raw': 4.72, 'social_media_hours_raw': 5.8, 'notifications_per_day_raw': 192.0, 'screen_time_weekend_difference_raw': 2.1099999999999994}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Reduce tu tiempo en redes sociales (5.8h) a menos de 2 horas diarias.
• Tu tiempo de pantalla (6.5h) es aceptable, pero intenta reducirlo un poco más.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[-0.35642284 -0.399615   -0.75411063 -1.500895   -0.20066807  0.28149563
  0.39586022 -0.11655888 -0.30323458 -0.5885688  -1.1075996   0.45948043
 -0.8186034   0.1833527  -0.8353325  -0.30301645  0.9492355   0.27487895]",0.29488747815291083,"{'daily_screen_time_hours_raw': 6.57, 'sleep_hours_raw': 6.48, 'social_media_hours_raw': 2.64, 'notifications_per_day_raw': 153.0, 'screen_time_weekend_difference_raw': 1.66}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Considera usar aplicaciones que monitoreen y limiten tu tiempo de pantalla.
• Tu uso de redes sociales (2.6h) es moderado; intenta bajarlo de 2 horas diarias.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[-1.7132574   0.23751418  0.31049642 -1.6820705   1.5133693   0.2514577
  0.68499625  0.0223428   2.059162    2.043963   -0.94836414  0.60492295
 -1.0193658   2.0614927  -1.5510416  -1.7332697   3.8310103   2.7769697 ]",0.26122407118479407,"{'daily_screen_time_hours_raw': 3.03, 'sleep_hours_raw': 8.68, 'social_media_hours_raw': 3.65, 'notifications_per_day_raw': 151.0, 'screen_time_weekend_difference_raw': 1.7600000000000002}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Tu uso de redes sociales (3.6h) es moderado; intenta bajarlo de 2 horas diarias.
• Tu tiempo de pantalla (3.0h) es adecuado, sigue así.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[-0.03446207 -0.09682093  0.23195985  0.14842644  0.04864646 -1.5808572
 -1.4215661  -1.2138821  -0.2462925  -0.01183928 -0.08708811 -2.1100044
 -0.16579463 -1.1918284  -0.23031688 -0.13970257 -0.38444495 -1.0965039 ]",0.283972884217898,"{'daily_screen_time_hours_raw': 7.41, 'sleep_hours_raw': 6.8, 'social_media_hours_raw': 3.12, 'notifications_per_day_raw': 29.0, 'screen_time_weekend_difference_raw': 0.8699999999999992}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Tu tiempo de pantalla (7.4h) es aceptable, pero intenta reducirlo un poco más.
• Considera desactivar las notificaciones push de redes sociales.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[ 1.5868404  -0.7844158  -1.4434873   1.7040365  -1.1044332  -0.24416848
  0.14802937 -0.6166049  -0.97393453 -1.2147651   0.04279514 -0.11016949
  2.6857893  -0.7496133   1.0019616   2.221803   -0.91012734 -0.59190124]",0.5699843217929204,"{'daily_screen_time_hours_raw': 11.64, 'sleep_hours_raw': 5.32, 'social_media_hours_raw': 2.03, 'notifications_per_day_raw': 118.0, 'screen_time_weekend_difference_raw': 1.299999999999999}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Reduce tu tiempo de pantalla (11.6h) a menos de 6 horas diarias.
• Tu uso de redes sociales (2.0h) es saludable, continúa así.

💡 Pequeños cambios diarios pueden marcar una gran diferencia en tus hábitos digitales."
"[-1.55611     0.15550746 -0.5795849  -1.6758231   0.27458775 -0.43941513
  0.9121745   0.6474004   1.5261643   0.35388634 -1.0039791   0.18071558
 -0.9829627   0.69396484 -1.7176244  -1.4405372   2.8204522   2.5859158 ]",0.28800881902376807,"{'daily_screen_time_hours_raw': 3.44, 'sleep_hours_raw': 7.09, 'social_media_hours_raw': 3.52, 'notifications_per_day_raw': 105.0, 'screen_time_weekend_difference_raw': 2.2100000000000004}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Considera desactivar las notificaciones push de redes sociales.
• Tu tiempo de pantalla (3.4h) es adecuado, sigue así.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[-1.4257926   1.2909852  -0.45741686  1.1355203  -0.6837149   0.2965146
 -0.12045406 -1.1166509   2.6591449   0.36187533  2.5022552   0.16859537
 -0.01321162  1.4189849  -0.5010817  -1.0969118  -0.4779283   0.9167633 ]",0.5200667877991993,"{'daily_screen_time_hours_raw': 3.78, 'sleep_hours_raw': 5.86, 'social_media_hours_raw': 5.32, 'notifications_per_day_raw': 154.0, 'screen_time_weekend_difference_raw': 0.94}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Realiza un 'detox digital' periódico de redes sociales.
• El tiempo que pasas en el teléfono (3.8h) es razonable, mantén este hábito.

💡 Pequeños cambios diarios pueden marcar una gran diferencia en tus hábitos digitales."
"[-1.6327673  -0.91058     0.8951577  -0.12021305  0.8745008  -0.7998705
 -0.8639466  -0.24157038  0.17507418  2.7219913   1.3164502  -1.1525077
 -0.19401787  0.30213153 -1.7480109  -1.5974677  -0.36418682  0.22047108]",0.032634396106004715,"{'daily_screen_time_hours_raw': 3.24, 'sleep_hours_raw': 7.86, 'social_media_hours_raw': 1.83, 'notifications_per_day_raw': 81.0, 'screen_time_weekend_difference_raw': 1.5699999999999994}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Tu tiempo de pantalla (3.2h) es adecuado, sigue así.
• Tu uso de redes sociales (1.8h) es saludable, continúa así.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[-0.7128794  -1.0493606  -1.4085822   0.6294786   1.2250993   0.07122999
  0.14802937 -1.2138821  -0.6467896  -1.0411217   0.7596223   0.14435495
  2.0927584   0.27928945 -1.1999698  -1.0237831  -0.8770708   0.35425046]",0.020442329347133636,"{'daily_screen_time_hours_raw': 5.64, 'sleep_hours_raw': 8.31, 'social_media_hours_raw': 1.61, 'notifications_per_day_raw': 139.0, 'screen_time_weekend_difference_raw': 0.8700000000000001}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Considera usar aplicaciones que monitoreen y limiten tu tiempo de pantalla.
• Tu uso de redes sociales (1.6h) es saludable, continúa así.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[ 1.4181943  -1.4593942  -0.76283693 -1.1885235  -0.65255064 -1.640933
 -1.5041764  -1.6305872  -1.2357854  -0.9066364  -1.1318862  -2.206966
 -0.17844589 -1.3111339  -0.00892999  1.5994614  -0.38065326 -1.2624011 ]",0.5169121672709782,"{'daily_screen_time_hours_raw': 11.2, 'sleep_hours_raw': 5.9, 'social_media_hours_raw': 0.96, 'notifications_per_day_raw': 25.0, 'screen_time_weekend_difference_raw': 0.5700000000000003}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Establece horarios libres de teléfono, especialmente durante comidas y antes de dormir.
• Tu uso de redes sociales (1.0h) es saludable, continúa así.

💡 Pequeños cambios diarios pueden marcar una gran diferencia en tus hábitos digitales."
"[ 1.0387405   0.33213732  0.8864314   1.522861    0.19667695  1.0324444
  1.2013105   1.4252497  -0.39010096 -0.05884677  0.17232855  1.5381793
  0.12358714 -0.057594    1.6042641   0.6586998  -0.54336023  0.0260665 ]",0.7544382214546204,"{'daily_screen_time_hours_raw': 10.21, 'sleep_hours_raw': 6.99, 'social_media_hours_raw': 3.8, 'notifications_per_day_raw': 203.0, 'screen_time_weekend_difference_raw': 2.77}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Reduce tu tiempo de pantalla (10.2h) a menos de 6 horas diarias.
• Considera desactivar las notificaciones push de redes sociales.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[-0.59406054  1.4739233   1.5670818  -1.2072659  -0.27078778  0.91229254
 -1.7107021   1.6197121   1.2926713   1.4331189  -0.832132   -0.26773223
 -0.94559985  0.8562899   0.3437697  -0.48111472  2.175726   -1.2340668 ]",0.7274445295333862,"{'daily_screen_time_hours_raw': 5.95, 'sleep_hours_raw': 6.39, 'social_media_hours_raw': 5.61, 'notifications_per_day_raw': 195.0, 'screen_time_weekend_difference_raw': 2.9099999999999997}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Reduce tu tiempo en redes sociales (5.6h) a menos de 2 horas diarias.
• Considera usar aplicaciones que monitoreen y limiten tu tiempo de pantalla.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[-1.3529681   1.4108412   1.1133149   0.6544683  -1.2992102  -1.4156485
  1.6969723  -0.49159342  2.6021957   2.2486515   1.7332971  -0.14653012
 -0.40747666 -0.75519425 -0.42565826 -0.8004868  -0.1557629   2.9879267 ]",0.7052713632583618,"{'daily_screen_time_hours_raw': 3.97, 'sleep_hours_raw': 5.07, 'social_media_hours_raw': 5.51, 'notifications_per_day_raw': 40.0, 'screen_time_weekend_difference_raw': 1.39}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Prueba a eliminar las apps de redes sociales y usar solo la versión web.
• El tiempo que pasas en el teléfono (4.0h) es razonable, mantén este hábito.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[-0.08428933  1.1711292   1.087136    1.0980358   0.63297737 -1.1753448
  1.1600053  -1.6583675   0.5906343   0.5971192   0.561282   -0.26773223
 -0.24003588 -0.9235732   0.6557733  -0.4094017  -0.3260998   0.60541475]",0.6316599696874619,"{'daily_screen_time_hours_raw': 7.28, 'sleep_hours_raw': 7.55, 'social_media_hours_raw': 5.13, 'notifications_per_day_raw': 56.0, 'screen_time_weekend_difference_raw': 0.5499999999999998}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Prueba a eliminar las apps de redes sociales y usar solo la versión web.
• Considera usar aplicaciones que monitoreen y limiten tu tiempo de pantalla.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[ 0.32199448 -0.0148142  -1.312593    0.77316946  0.79659003 -0.88998437
  1.325226    0.5918397  -0.33867827 -1.0834218   0.11478876  0.05951347
  0.6770042  -0.83113486  0.02796782 -0.17148355 -0.70960844  0.43502676]",0.46126992007096607,"{'daily_screen_time_hours_raw': 8.34, 'sleep_hours_raw': 7.76, 'social_media_hours_raw': 3.25, 'notifications_per_day_raw': 75.0, 'screen_time_weekend_difference_raw': 2.17}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Reemplaza parte del tiempo de pantalla con actividades offline como leer o caminar.
• Tu uso de redes sociales (3.2h) es moderado; intenta bajarlo de 2 horas diarias.

💡 Pequeños cambios diarios pueden marcar una gran diferencia en tus hábitos digitales."
"[-1.7209232   0.59077394 -1.7227285  -0.8449149   1.3575476  -0.30424437
 -1.5867866  -1.366674    2.6306162  -1.2916138   0.38177106 -1.176748
 -0.47440365  1.2138941  -1.7197949  -1.7206447  -0.06857895 -0.7954648 ]",0.5899146795272827,"{'daily_screen_time_hours_raw': 3.01, 'sleep_hours_raw': 8.48, 'social_media_hours_raw': 4.21, 'notifications_per_day_raw': 114.0, 'screen_time_weekend_difference_raw': 0.7600000000000002}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Tu uso de redes sociales (4.2h) es moderado; intenta bajarlo de 2 horas diarias.
• El tiempo que pasas en el teléfono (3.0h) es razonable, mantén este hábito.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[ 1.0655706   0.91249263  1.3489246   0.25463274 -1.2057172   1.2577289
  0.08607166  0.1056838  -0.13337214  0.15655573 -0.4287784   1.065491
 -0.4796182   0.03643135  1.7751878   1.775816   -0.05691981 -0.50296605]",0.8279540538787842,"{'daily_screen_time_hours_raw': 10.28, 'sleep_hours_raw': 5.19, 'social_media_hours_raw': 4.72, 'notifications_per_day_raw': 218.0, 'screen_time_weekend_difference_raw': 1.8200000000000005}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Tu uso de redes sociales (4.7h) es moderado; intenta bajarlo de 2 horas diarias.
• Establece horarios libres de teléfono, especialmente durante comidas y antes de dormir.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[ 0.5711308   1.4486904   0.21450727  1.1792524  -1.1433886  -1.5508193
 -0.8432941  -1.0749805   0.3400017  -0.2563036   0.21486296 -1.746398
 -0.14865726 -1.2248085   1.1289335   1.1847246  -0.39540723 -0.8567849 ]",0.7566188871860504,"{'daily_screen_time_hours_raw': 8.99, 'sleep_hours_raw': 5.27, 'social_media_hours_raw': 5.57, 'notifications_per_day_raw': 31.0, 'screen_time_weekend_difference_raw': 0.9700000000000006}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Realiza un 'detox digital' periódico de redes sociales.
• Reemplaza parte del tiempo de pantalla con actividades offline como leer o caminar.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[-1.6557645   0.8304859  -1.3300456  -0.8823995   0.30575207 -1.68599
 -0.40959007  1.605822    2.7630966  -0.6806981   0.22582829 -1.6009555
 -0.6044913  -0.97939426 -1.694292   -1.5248652   0.17146029  0.9342609 ]",0.47831760843594867,"{'daily_screen_time_hours_raw': 3.18, 'sleep_hours_raw': 7.13, 'social_media_hours_raw': 4.59, 'notifications_per_day_raw': 22.0, 'screen_time_weekend_difference_raw': 2.9}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Considera desactivar las notificaciones push de redes sociales.
• El tiempo que pasas en el teléfono (3.2h) es razonable, mantén este hábito.

💡 Pequeños cambios diarios pueden marcar una gran diferencia en tus hábitos digitales."
"[ 1.2763782  -0.44377246 -0.9897204  -0.09522333 -0.04484649  1.6932791
  0.58173335 -1.2277724  -0.78825074 -0.9959239  -0.6370344   1.7078621
  0.22046342  0.15020278  0.9368478   1.004087   -0.5834173  -0.33381885]",0.5433096190293629,"{'daily_screen_time_hours_raw': 10.83, 'sleep_hours_raw': 6.68, 'social_media_hours_raw': 2.57, 'notifications_per_day_raw': 247.0, 'screen_time_weekend_difference_raw': 0.8599999999999994}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Reemplaza parte del tiempo de pantalla con actividades offline como leer o caminar.
• Tu uso de redes sociales (2.6h) es moderado; intenta bajarlo de 2 horas diarias.

💡 Pequeños cambios diarios pueden marcar una gran diferencia en tus hábitos digitales."
"[ 1.2802111   1.5433136   1.0085994  -1.5258847  -0.66034174  0.49176127
  1.2839208  -0.01932771  0.06902315 -0.07761297 -1.2688245   1.1503325
 -1.0214113  -0.37546432  1.745344    1.4748843   3.9342167  -0.02510473]",0.8074966669082642,"{'daily_screen_time_hours_raw': 10.84, 'sleep_hours_raw': 5.89, 'social_media_hours_raw': 5.72, 'notifications_per_day_raw': 167.0, 'screen_time_weekend_difference_raw': 1.7300000000000004}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Reduce tu tiempo en redes sociales (5.7h) a menos de 2 horas diarias.
• Reemplaza parte del tiempo de pantalla con actividades offline como leer o caminar.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[ 1.0962335  -0.13467018  1.3489246   1.7040365  -1.2135082  -0.4544341
 -1.3389558  -1.1027608  -0.61686605  0.14493899  0.23190162 -1.1525077
  0.23188819 -0.75671     1.3552039   1.8172448  -0.58611065 -1.1682817 ]",0.7331231236457825,"{'daily_screen_time_hours_raw': 10.36, 'sleep_hours_raw': 5.18, 'social_media_hours_raw': 3.06, 'notifications_per_day_raw': 104.0, 'screen_time_weekend_difference_raw': 0.9500000000000012}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Establece horarios libres de teléfono, especialmente durante comidas y antes de dormir.
• Tu uso de redes sociales (3.1h) es moderado; intenta bajarlo de 2 horas diarias.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
